Date,Open,High,Low,Close,Volume,Currency
2011-05-19,2610.57,2637.1,2608.73,2610.39,0,BRL
2011-05-20,2610.36,2626.55,2610.03,2610.13,0,BRL
2011-05-23,2610.22,2614.81,2590.18,2603.23,0,BRL
2011-05-24,2603.49,2641.4,2603.49,2641.4,0,BRL
2011-05-25,2641.59,2652.56,2630.71,2638.97,0,BRL
2011-05-26,2639.01,2647.04,2626.07,2636.86,0,BRL
2011-05-27,2635.43,2654.47,2635.43,2641.68,0,BRL
2011-05-30,2641.59,2647.87,2622.62,2625.62,0,BRL
2011-05-31,2625.66,2644.67,2620.54,2639.26,0,BRL
2011-06-01,2639.43,2639.43,2603.1,2603.1,0,BRL
2011-06-02,2603.1,2630.11,2603.1,2625.81,0,BRL
2011-06-03,2625.59,2660.6,2609.52,2641.76,0,BRL
2011-06-06,2642.27,2649.52,2609.23,2619.78,0,BRL
2011-06-07,2619.8,2637.01,2619.8,2625.23,0,BRL
2011-06-08,2624.83,2631.32,2610.19,2620.71,0,BRL
2011-06-09,2621.18,2633.43,2613.59,2620.18,0,BRL
2011-06-10,2620.98,2627.31,2586.99,2588.32,0,BRL
2011-06-13,2588.73,2603.77,2578.37,2580.03,0,BRL
2011-06-14,2580.03,2597.0,2580.03,2595.06,0,BRL
2011-06-15,2595.01,2595.01,2572.43,2579.96,0,BRL
2011-06-16,2579.78,2589.67,2553.78,2557.23,0,BRL
2011-06-17,2557.23,2567.53,2548.71,2565.81,0,BRL
2011-06-20,2565.65,2591.3,2556.19,2584.57,0,BRL
2011-06-21,2584.48,2611.0,2584.2,2605.32,0,BRL
2011-06-22,2605.2,2620.33,2592.61,2592.61,0,BRL
2011-06-24,2592.61,2610.63,2592.61,2600.6,0,BRL
2011-06-27,2600.6,2626.26,2595.67,2606.53,0,BRL
2011-06-28,2606.79,2631.12,2606.06,2630.01,0,BRL
2011-06-29,2630.15,2644.02,2616.18,2639.05,0,BRL
2011-06-30,2639.28,2648.25,2623.51,2637.01,0,BRL
2011-07-01,2638.41,2662.95,2622.88,2659.08,0,BRL
2011-07-04,2658.98,2671.63,2653.11,2669.12,0,BRL
2011-07-05,2669.13,2669.94,2650.44,2653.75,0,BRL
2011-07-06,2653.75,2657.33,2637.49,2640.74,0,BRL
2011-07-07,2640.77,2660.51,2607.7,2608.91,0,BRL
2011-07-08,2608.95,2608.95,2580.52,2583.84,0,BRL
2011-07-11,2584.14,2584.53,2548.38,2559.01,0,BRL
2011-07-12,2558.94,2571.5,2540.7,2545.38,0,BRL
2011-07-13,2545.31,2582.43,2545.31,2573.85,0,BRL
2011-07-14,2573.82,2578.3,2549.97,2561.43,0,BRL
2011-07-15,2562.1,2576.9,2537.53,2540.72,0,BRL
2011-07-18,2540.78,2543.97,2524.85,2535.17,0,BRL
2011-07-19,2535.17,2561.99,2531.59,2551.07,0,BRL
2011-07-20,2551.07,2567.77,2545.05,2546.32,0,BRL
2011-07-21,2546.32,2576.32,2546.32,2555.5,0,BRL
2011-07-22,2555.55,2567.81,2551.45,2559.8,0,BRL
2011-07-25,2555.97,2555.97,2529.68,2541.78,0,BRL
2011-07-26,2541.71,2543.57,2511.87,2533.76,0,BRL
2011-07-27,2531.62,2531.62,2494.01,2494.01,0,BRL
2011-07-28,2494.05,2532.51,2492.45,2532.51,0,BRL
2011-07-29,2532.51,2543.94,2509.89,2542.75,0,BRL
2011-08-01,2542.74,2560.3,2529.17,2537.12,0,BRL
2011-08-02,2535.86,2554.57,2510.94,2513.86,0,BRL
2011-08-03,2514.17,2515.93,2474.6,2494.46,0,BRL
2011-08-04,2494.21,2494.21,2407.89,2415.04,0,BRL
2011-08-05,2414.73,2443.84,2376.19,2431.39,0,BRL
2011-08-08,2431.26,2431.26,2261.93,2301.47,0,BRL
2011-08-09,2301.58,2378.85,2301.58,2371.27,0,BRL
2011-08-10,2371.3,2383.05,2322.3,2361.32,0,BRL
2011-08-11,2361.67,2436.5,2361.67,2408.51,0,BRL
2011-08-12,2408.44,2425.41,2393.53,2409.45,0,BRL
2011-08-15,2409.62,2458.99,2409.62,2458.99,0,BRL
2011-08-16,2458.89,2477.9,2432.42,2477.9,0,BRL
2011-08-17,2477.22,2501.5,2460.62,2501.5,0,BRL
2011-08-18,2501.41,2501.41,2428.09,2476.69,0,BRL
2011-08-19,2476.59,2498.3,2451.46,2465.77,0,BRL
2011-08-22,2467.61,2494.14,2455.29,2459.18,0,BRL
2011-08-23,2459.12,2505.25,2437.48,2505.25,0,BRL
2011-08-24,2505.42,2522.7,2474.41,2507.28,0,BRL
2011-08-25,2507.49,2517.29,2471.69,2495.6,0,BRL
2011-08-26,2495.47,2519.79,2465.31,2495.24,0,BRL
2011-08-29,2495.31,2550.63,2495.31,2547.11,0,BRL
2011-08-30,2547.07,2574.43,2536.79,2567.6,0,BRL
2011-08-31,2567.56,2627.02,2567.56,2627.02,0,BRL
2011-09-01,2627.05,2697.91,2626.62,2662.19,0,BRL
2011-09-02,2661.54,2661.54,2619.38,2626.75,0,BRL
2011-09-05,2626.7,2626.7,2569.46,2575.03,0,BRL
2011-09-06,2575.05,2615.23,2546.43,2613.04,0,BRL
2011-09-08,2613.18,2664.42,2612.67,2647.05,0,BRL
2011-09-09,2647.05,2647.05,2566.16,2583.64,0,BRL
2011-09-12,2582.13,2586.87,2537.29,2582.1,0,BRL
2011-09-13,2582.21,2602.27,2564.1,2580.99,0,BRL
2011-09-14,2580.99,2628.94,2572.55,2611.97,0,BRL
2011-09-15,2612.42,2643.52,2604.72,2609.21,0,BRL
2011-09-16,2609.07,2656.25,2607.01,2656.25,0,BRL
2011-09-19,2656.23,2663.31,2618.38,2662.24,0,BRL
2011-09-20,2662.14,2683.64,2644.1,2655.05,0,BRL
2011-09-21,2655.05,2701.46,2650.13,2651.87,0,BRL
2011-09-22,2651.6,2651.6,2528.47,2563.14,0,BRL
2011-09-23,2563.2,2577.51,2540.59,2550.78,0,BRL
2011-09-26,2550.73,2579.97,2518.85,2561.81,0,BRL
2011-09-27,2563.5,2603.44,2563.5,2567.89,0,BRL
2011-09-28,2567.99,2605.33,2551.92,2557.38,0,BRL
2011-09-29,2558.03,2600.21,2552.96,2570.68,0,BRL
2011-09-30,2570.24,2576.7,2544.05,2576.7,0,BRL
2011-10-03,2575.26,2588.31,2538.97,2538.97,0,BRL
2011-10-04,2539.13,2539.13,2493.2,2522.84,0,BRL
2011-10-05,2522.84,2547.79,2504.16,2539.05,0,BRL
2011-10-06,2539.76,2605.33,2539.76,2563.82,0,BRL
2011-10-07,2563.9,2596.45,2532.93,2542.45,0,BRL
2011-10-10,2542.56,2608.09,2542.43,2608.09,0,BRL
2011-10-11,2607.63,2615.25,2592.0,2602.11,0,BRL
2011-10-13,2602.19,2633.73,2588.29,2619.5,0,BRL
2011-10-14,2619.8,2631.63,2605.16,2623.73,0,BRL
2011-10-17,2623.7,2623.7,2596.45,2620.23,0,BRL
2011-10-18,2620.19,2669.74,2609.12,2669.74,0,BRL
2011-10-19,2669.88,2685.03,2660.03,2674.7,0,BRL
2011-10-20,2674.65,2683.67,2643.17,2647.52,0,BRL
2011-10-21,2647.81,2698.53,2647.45,2682.93,0,BRL
2011-10-24,2685.5,2724.71,2685.5,2704.64,0,BRL
2011-10-25,2704.67,2704.67,2654.34,2683.74,0,BRL
2011-10-26,2683.87,2706.68,2678.26,2701.5,0,BRL
2011-10-27,2701.5,2760.81,2701.5,2715.31,0,BRL
2011-10-28,2715.3,2728.02,2704.12,2722.18,0,BRL
2011-10-31,2721.96,2732.02,2687.94,2721.05,0,BRL
2011-11-01,2720.88,2721.94,2661.6,2715.24,0,BRL
2011-11-03,2715.26,2740.27,2711.07,2727.72,0,BRL
2011-11-04,2727.72,2739.03,2698.55,2739.03,0,BRL
2011-11-07,2739.03,2767.32,2739.03,2754.11,0,BRL
2011-11-08,2754.15,2765.57,2726.46,2744.7,0,BRL
2011-11-09,2744.66,2744.66,2713.47,2732.74,0,BRL
2011-11-10,2732.71,2750.09,2714.8,2717.42,0,BRL
2011-11-11,2717.78,2765.06,2717.78,2756.78,0,BRL
2011-11-14,2756.73,2765.22,2741.46,2755.7,0,BRL
2011-11-16,2755.69,2790.64,2752.53,2784.66,0,BRL
2011-11-17,2784.11,2784.7,2726.0,2739.68,0,BRL
2011-11-18,2739.82,2752.85,2718.74,2724.4,0,BRL
2011-11-21,2724.38,2724.38,2677.13,2707.72,0,BRL
2011-11-22,2708.27,2719.08,2678.53,2691.18,0,BRL
2011-11-23,2691.07,2691.81,2672.05,2677.37,0,BRL
2011-11-24,2681.22,2698.72,2663.99,2686.51,0,BRL
2011-11-25,2686.56,2709.49,2669.52,2691.46,0,BRL
