Date,Open,High,Low,Close,Volume,Currency
2011-05-19,2669.91,2707.46,2667.17,2684.73,0,BRL
2011-05-20,2684.71,2711.99,2684.71,2699.9,0,BRL
2011-05-23,2700.16,2702.79,2681.97,2684.34,0,BRL
2011-05-24,2685.03,2693.93,2683.78,2691.57,0,BRL
2011-05-25,2692.39,2699.96,2684.25,2691.45,0,BRL
2011-05-26,2692.34,2695.57,2666.11,2679.23,0,BRL
2011-05-27,2679.59,2687.02,2656.75,2663.48,0,BRL
2011-05-30,2664.0,2669.93,2650.0,2655.21,0,BRL
2011-05-31,2658.61,2671.33,2646.01,2657.56,0,BRL
2011-06-01,2657.09,2662.97,2634.52,2635.81,0,BRL
2011-06-02,2635.81,2668.89,2635.81,2668.89,0,BRL
2011-06-03,2669.62,2714.79,2664.73,2698.11,0,BRL
2011-06-06,2697.12,2701.14,2664.63,2673.1,0,BRL
2011-06-07,2674.39,2684.61,2653.38,2657.59,0,BRL
2011-06-08,2656.55,2663.21,2629.9,2639.11,0,BRL
2011-06-09,2639.34,2645.99,2624.12,2634.19,0,BRL
2011-06-10,2634.19,2637.71,2607.44,2613.39,0,BRL
2011-06-13,2613.95,2624.71,2607.79,2607.79,0,BRL
2011-06-14,2608.15,2626.23,2607.51,2611.61,0,BRL
2011-06-15,2611.61,2613.77,2596.98,2604.86,0,BRL
2011-06-16,2604.86,2636.15,2603.96,2627.62,0,BRL
2011-06-17,2627.62,2637.77,2617.64,2633.45,0,BRL
2011-06-20,2632.64,2658.84,2627.48,2652.42,0,BRL
2011-06-21,2650.92,2677.28,2649.92,2675.34,0,BRL
2011-06-22,2675.62,2676.61,2646.52,2646.52,0,BRL
2011-06-24,2646.52,2676.26,2646.52,2672.11,0,BRL
2011-06-27,2672.07,2682.13,2663.26,2664.3,0,BRL
2011-06-28,2664.39,2686.77,2662.87,2686.77,0,BRL
2011-06-29,2686.93,2694.44,2667.5,2694.41,0,BRL
2011-06-30,2695.21,2695.32,2674.28,2689.82,0,BRL
2011-07-01,2689.82,2700.48,2675.37,2680.82,0,BRL
2011-07-04,2681.65,2698.55,2680.17,2693.99,0,BRL
2011-07-05,2694.01,2708.84,2685.12,2686.91,0,BRL
2011-07-06,2686.91,2691.53,2673.63,2677.05,0,BRL
2011-07-07,2677.34,2692.32,2654.63,2658.57,0,BRL
2011-07-08,2658.2,2666.92,2650.58,2656.63,0,BRL
2011-07-11,2657.43,2658.27,2623.73,2630.41,0,BRL
2011-07-12,2630.48,2640.38,2616.73,2634.59,0,BRL
2011-07-13,2635.0,2655.67,2635.0,2653.64,0,BRL
2011-07-14,2653.72,2654.55,2630.08,2646.2,0,BRL
2011-07-15,2645.79,2662.33,2636.93,2645.67,0,BRL
2011-07-18,2645.67,2646.63,2629.12,2636.03,0,BRL
2011-07-19,2636.03,2641.99,2612.88,2613.53,0,BRL
2011-07-20,2613.96,2625.02,2599.2,2603.68,0,BRL
2011-07-21,2603.99,2641.72,2603.99,2614.63,0,BRL
2011-07-22,2614.89,2634.01,2611.43,2629.17,0,BRL
2011-07-25,2628.91,2628.91,2613.87,2619.84,0,BRL
2011-07-26,2619.63,2626.37,2593.09,2609.26,0,BRL
2011-07-27,2609.24,2609.24,2570.1,2570.1,0,BRL
2011-07-28,2570.35,2590.13,2568.25,2587.12,0,BRL
2011-07-29,2586.89,2597.01,2563.17,2597.01,0,BRL
2011-08-01,2596.98,2609.04,2583.22,2587.91,0,BRL
2011-08-02,2588.08,2602.45,2561.02,2561.02,0,BRL
2011-08-03,2561.12,2561.43,2515.08,2526.79,0,BRL
2011-08-04,2526.26,2526.68,2445.67,2473.79,0,BRL
2011-08-05,2473.49,2493.14,2427.67,2471.24,0,BRL
2011-08-08,2471.13,2471.32,2289.45,2329.44,0,BRL
2011-08-09,2330.27,2388.06,2323.67,2379.48,0,BRL
2011-08-10,2379.54,2386.99,2334.96,2368.76,0,BRL
2011-08-11,2369.04,2399.84,2352.63,2387.34,0,BRL
2011-08-12,2387.37,2392.1,2343.53,2343.71,0,BRL
2011-08-15,2344.87,2396.72,2344.87,2396.18,0,BRL
2011-08-16,2395.89,2419.21,2379.38,2419.21,0,BRL
2011-08-17,2421.3,2439.8,2402.7,2438.54,0,BRL
2011-08-18,2438.06,2438.06,2370.64,2413.51,0,BRL
2011-08-19,2413.25,2414.04,2371.24,2371.24,0,BRL
2011-08-22,2373.76,2399.96,2361.69,2372.27,0,BRL
2011-08-23,2374.19,2380.6,2342.06,2380.6,0,BRL
2011-08-24,2381.9,2387.32,2357.43,2374.88,0,BRL
2011-08-25,2375.31,2378.4,2341.86,2372.41,0,BRL
2011-08-26,2372.62,2413.92,2360.7,2394.77,0,BRL
2011-08-29,2394.57,2430.45,2394.57,2427.09,0,BRL
2011-08-30,2426.78,2438.09,2415.54,2432.68,0,BRL
2011-08-31,2432.58,2494.01,2432.58,2493.98,0,BRL
2011-09-01,2493.46,2523.82,2491.48,2506.61,0,BRL
2011-09-02,2505.85,2520.43,2485.52,2485.52,0,BRL
2011-09-05,2485.1,2485.1,2437.46,2460.12,0,BRL
2011-09-06,2460.12,2521.62,2432.82,2521.62,0,BRL
2011-09-08,2521.68,2549.87,2513.11,2526.62,0,BRL
2011-09-09,2526.21,2526.21,2465.38,2485.6,0,BRL
2011-09-12,2485.19,2488.73,2453.35,2488.53,0,BRL
2011-09-13,2488.7,2495.4,2468.9,2481.25,0,BRL
2011-09-14,2481.25,2508.37,2469.17,2498.76,0,BRL
2011-09-15,2500.33,2525.12,2489.68,2498.92,0,BRL
2011-09-16,2499.18,2548.82,2491.18,2548.82,0,BRL
2011-09-19,2548.69,2554.78,2523.1,2545.45,0,BRL
2011-09-20,2545.66,2572.37,2531.23,2563.32,0,BRL
2011-09-21,2563.03,2616.88,2563.03,2578.67,0,BRL
2011-09-22,2577.81,2577.81,2459.72,2487.21,0,BRL
2011-09-23,2487.06,2487.06,2444.79,2451.07,0,BRL
2011-09-26,2451.91,2469.9,2425.28,2447.5,0,BRL
2011-09-27,2447.92,2477.73,2447.92,2454.79,0,BRL
2011-09-28,2455.08,2478.39,2432.43,2433.41,0,BRL
2011-09-29,2432.77,2465.18,2422.76,2438.53,0,BRL
2011-09-30,2438.57,2438.57,2420.01,2436.19,0,BRL
2011-10-03,2435.66,2448.62,2415.37,2416.28,0,BRL
2011-10-04,2415.03,2415.21,2361.77,2388.11,0,BRL
2011-10-05,2388.09,2398.87,2361.61,2381.34,0,BRL
2011-10-06,2383.75,2422.73,2383.75,2385.77,0,BRL
2011-10-07,2386.47,2408.46,2343.58,2349.56,0,BRL
2011-10-10,2350.43,2422.18,2350.43,2420.95,0,BRL
2011-10-11,2420.95,2432.67,2409.69,2423.82,0,BRL
2011-10-13,2424.52,2450.55,2411.56,2450.55,0,BRL
2011-10-14,2451.57,2458.26,2436.68,2449.61,0,BRL
2011-10-17,2449.36,2449.36,2411.7,2432.84,0,BRL
2011-10-18,2432.74,2480.37,2425.08,2480.37,0,BRL
2011-10-19,2479.6,2488.31,2460.24,2473.85,0,BRL
2011-10-20,2473.86,2484.38,2455.96,2460.75,0,BRL
2011-10-21,2461.74,2509.47,2461.12,2499.05,0,BRL
2011-10-24,2499.05,2538.55,2499.05,2519.6,0,BRL
2011-10-25,2519.58,2524.41,2464.0,2480.48,0,BRL
2011-10-26,2480.82,2534.97,2480.82,2532.89,0,BRL
2011-10-27,2532.89,2571.04,2532.89,2552.16,0,BRL
2011-10-28,2552.59,2559.62,2541.89,2546.76,0,BRL
2011-10-31,2546.42,2571.03,2514.3,2564.89,0,BRL
2011-11-01,2564.31,2564.31,2497.28,2541.29,0,BRL
2011-11-03,2541.44,2591.4,2541.36,2582.65,0,BRL
2011-11-04,2582.65,2617.61,2542.64,2617.61,0,BRL
2011-11-07,2617.61,2644.5,2610.31,2637.52,0,BRL
2011-11-08,2637.42,2645.64,2595.69,2614.65,0,BRL
2011-11-09,2613.5,2613.5,2575.42,2587.18,0,BRL
2011-11-10,2587.41,2616.04,2587.41,2588.96,0,BRL
2011-11-11,2588.96,2630.33,2588.96,2626.41,0,BRL
2011-11-14,2626.77,2626.77,2589.46,2604.83,0,BRL
2011-11-16,2604.78,2646.82,2595.12,2644.65,0,BRL
2011-11-17,2642.78,2643.64,2584.52,2587.86,0,BRL
2011-11-18,2589.89,2607.16,2581.74,2597.47,0,BRL
2011-11-21,2598.0,2605.92,2564.55,2605.92,0,BRL
2011-11-22,2607.96,2619.18,2582.83,2602.22,0,BRL
2011-11-23,2602.74,2602.74,2580.35,2590.62,0,BRL
2011-11-24,2590.62,2601.72,2561.86,2593.47,0,BRL
2011-11-25,2593.67,2628.74,2575.97,2609.71,0,BRL
2011-11-28,2609.71,2651.08,2609.71,2640.85,0,BRL
2011-11-29,2640.99,2651.49,2619.75,2620.07,0,BRL
2011-11-30,2621.23,2697.14,2621.23,2678.34,0,BRL
2011-12-01,2678.26,2708.88,2678.26,2683.38,0,BRL
2011-12-02,2683.84,2711.3,2633.16,2646.52,0,BRL
2011-12-05,2646.74,2692.97,2646.74,2689.99,0,BRL
2011-12-06,2688.97,2741.51,2686.61,2739.92,0,BRL
2011-12-07,2740.53,2740.53,2705.78,2710.6,0,BRL
2011-12-08,2710.6,2738.76,2688.96,2722.09,0,BRL
2011-12-09,2722.02,2743.65,2711.52,2738.84,0,BRL
2011-12-12,2738.84,2759.0,2727.76,2759.0,0,BRL
2011-12-13,2758.76,2794.14,2758.76,2785.75,0,BRL
2011-12-14,2785.97,2820.35,2779.64,2810.21,0,BRL
2011-12-15,2810.3,2835.66,2803.21,2819.02,0,BRL
2011-12-16,2819.35,2834.68,2805.05,2815.46,0,BRL
2011-12-19,2815.46,2830.4,2809.98,2820.82,0,BRL
2011-12-20,2820.82,2879.43,2820.79,2877.72,0,BRL
2011-12-21,2877.65,2883.52,2853.97,2882.35,0,BRL
2011-12-22,2881.74,2908.35,2874.67,2899.44,0,BRL
2011-12-23,2899.62,2956.58,2899.62,2946.46,0,BRL
2011-12-26,2947.66,2965.31,2944.91,2955.22,0,BRL
2011-12-27,2953.93,2973.34,2946.07,2971.37,0,BRL
2011-12-28,2970.6,2970.6,2919.47,2923.92,0,BRL
2011-12-29,2924.11,2939.32,2913.63,2939.32,0,BRL
2012-01-02,2939.32,2953.02,2914.34,2914.34,0,BRL
2012-01-03,2913.92,2932.24,2886.48,2893.24,0,BRL
2012-01-04,2892.98,2951.04,2883.12,2950.2,0,BRL
2012-01-05,2950.22,2956.03,2920.73,2946.21,0,BRL
2012-01-06,2946.21,2965.75,2933.85,2950.95,0,BRL
2012-01-09,2950.95,2973.87,2948.39,2967.54,0,BRL
2012-01-10,2967.58,2978.48,2927.75,2932.84,0,BRL
2012-01-11,2933.9,2937.35,2915.56,2920.29,0,BRL
2012-01-12,2920.27,2941.84,2905.34,2925.84,0,BRL
2012-01-13,2925.94,2935.11,2898.69,2924.02,0,BRL
2012-01-16,2923.73,2932.18,2919.63,2927.44,0,BRL
2012-01-17,2927.97,2937.26,2899.82,2914.75,0,BRL
2012-01-18,2915.51,2939.89,2905.07,2939.89,0,BRL
