date,open,high,low,close,volume
2019-02-25,67.81974674544142,67.81974674544142,67.440185546875,67.440185546875,398
2019-02-26,73.54032188415528,73.54032188415528,67.77909851074219,67.77909851074219,100
2019-02-27,67.77909851074219,67.77909851074219,67.77909851074219,67.77909851074219,0
2019-02-28,74.52992009365481,74.52992009365481,72.5236587524414,72.5236587524414,16
2019-03-01,72.51686990376304,72.51686990376304,68.12478637695312,68.12478637695312,130
2019-03-06,72.51687939249025,72.5236587524414,72.51687939249025,72.5236587524414,266
2019-03-07,71.65606689453125,71.65606689453125,71.65606689453125,71.65606689453125,1
2019-03-08,72.5168366430872,72.52361599904187,71.64248588574031,71.8458251953125,631
2019-03-11,71.84586754914756,72.5236587524414,71.8390881891964,72.5236587524414,2958
2019-03-12,72.51687939249025,72.5236587524414,72.51687939249025,72.5236587524414,54
2019-03-13,72.51687939249025,72.5236587524414,72.45588066633933,72.5236587524414,118
2019-03-14,72.51683129240078,72.51683129240078,72.17793591554165,72.1847152709961,462
2019-03-15,72.51007914613928,72.52363269003443,72.11695914842939,72.51685333251953,200
2019-03-18,73.20142753448714,75.91259151724591,72.85575267876762,73.21498107910156,749
2019-03-19,74.55700085913007,74.55700085913007,73.21497256836663,73.81143188476562,1139
2019-03-20,73.81143050225965,73.8792085584534,71.8797274594994,72.45584869384766,1931
2019-03-21,73.87243058514227,73.87243058514227,72.9438603385136,73.81143188476562,126
2019-03-22,73.8724365234375,73.8724365234375,73.85210362167747,73.8724365234375,233
2019-03-25,73.8724320685585,73.87921142578125,73.20819985249224,73.87921142578125,1141
2019-03-26,73.87243679172882,76.5226019816175,73.87243679172882,76.24470520019531,477
2019-03-27,76.51581573486328,76.51581573486328,76.25147769255318,76.51581573486328,44
2019-03-28,76.51581128055585,76.52259063720703,76.5022577383875,76.52259063720703,437
2019-03-29,76.5225860256818,77.9459457397461,76.25146865844727,77.9459457397461,482
2019-04-01,79.95901464332805,79.95901464332805,71.16806349643441,72.86254119873047,46
2019-04-02,73.54034555738217,74.55703236232294,72.18476315079448,72.5236587524414,759
2019-04-03,72.51685332322532,75.49913457983779,72.51685332322532,73.88599395751953,16
2019-04-04,75.3567879426338,79.30153053685238,75.22800602460597,77.26815795898438,1627
2019-04-05,77.26816607834002,79.6336549779084,73.87921142578125,73.87921142578125,221
2019-04-08,77.9459488182737,77.9459488182737,74.89588995147169,77.26815795898438,767
2019-04-09,77.67482871933618,77.94594608778128,77.2003772029075,77.84427642822266,1632
2019-04-10,77.83749707194977,77.84427642822266,73.54708501300567,77.84427642822266,42
2019-04-11,77.83749707194977,77.84427642822266,77.26815525223536,77.84427642822266,1138
2019-04-12,77.83749258555744,77.83749258555744,77.57315458862112,77.64093780517578,292
2019-04-15,77.24785239814081,77.26140594482422,77.24785239814081,77.26140594482422,20
2019-04-16,76.5903811276614,77.13261598285983,75.91259014423076,77.09872436523438,68
2019-04-17,77.10548269791735,77.10548269791735,75.23477864583333,76.25146484375,371
2019-04-18,76.17015970422338,76.17015970422338,74.89591433550859,75.23480987548828,796
2019-04-22,74.5502122209058,74.55699157714844,73.26918796113459,74.55699157714844,334
2019-04-23,74.55022599897801,74.55700535647357,74.48922729492188,74.48922729492188,728
2019-04-24,73.2217260203734,73.41150658258185,72.52360245033547,73.2013931274414,291
2019-04-25,74.48243680276468,74.48243680276468,69.81245821544185,70.51058197021484,763
2019-04-26,73.16753203331453,73.16753203331453,72.51007914613928,72.51685333251953,57
2019-04-29,72.51684759579662,73.19463850189732,72.51684759579662,73.16752624511719,24
2019-04-30,74.53666629516057,74.53666629516057,71.16804468597623,71.26971435546875,480
2019-05-02,71.84585358754288,73.20143573070406,71.3036186618242,73.19465637207031,256
2019-05-03,73.18786749140092,73.19464167753918,73.16075523344449,73.17430877685547,177
2019-05-06,73.18788695218657,73.18788695218657,71.37140655517578,71.37140655517578,39
2019-05-07,73.12688306277995,73.12688306277995,71.16806715200144,71.37140655517578,328
2019-05-08,71.16803128066398,71.16803128066398,70.4224624633789,70.4224624633789,58
2019-05-09,71.16127108909473,71.16127108909473,70.82915496826172,70.82915496826172,250
2019-05-10,70.82915134638365,74.55700141724594,70.72748167386054,74.2113265991211,1697
2019-05-13,74.55023954229938,74.55023954229938,71.17484285516156,72.86254119873047,338
2019-05-14,73.19464898440388,73.19464898440388,72.59141540527344,72.59141540527344,34
2019-05-15,73.13365027626338,73.20142834235338,72.59141540527344,72.59141540527344,1197
2019-05-16,73.16754511668954,73.16754511668954,72.86254119873047,72.86254119873047,258
2019-05-17,73.13364631795045,73.13364631795045,72.86252889712954,72.99808502197266,248
2019-05-20,72.99807816100996,73.05908203125,72.96419171855146,73.05908203125,685
2019-05-21,73.05907135452406,73.05907135452406,71.8458251953125,71.8458251953125,391
2019-05-22,73.18789640696943,73.18789640696943,71.84586754914756,72.5236587524414,229
2019-05-23,72.1847152709961,72.1847152709961,72.1847152709961,72.1847152709961,15
2019-05-24,71.85937873608836,71.85937873608836,69.95478823237156,71.8458251953125,216
2019-05-27,71.84583317926786,71.84583317926786,71.7441635131836,71.7441635131836,246
2019-05-28,71.16805267333984,71.16805267333984,71.10027460978266,71.16805267333984,1165
2019-05-29,71.10026424654,71.7441635131836,69.88023859579692,71.7441635131836,1083
2019-05-30,71.73738861083984,71.73738861083984,71.73738861083984,71.73738861083984,4
2019-05-31,71.7441635131836,71.7441635131836,71.50693773974301,71.7441635131836,186
2019-06-03,71.8458251953125,71.8458251953125,71.8458251953125,71.8458251953125,23
2019-06-04,71.8458402724408,73.20142216437364,71.8458402724408,73.1336441040039,111
2019-06-05,73.16752624511719,73.20141785887591,73.16752624511719,73.16752624511719,1717
2019-06-06,71.17479585305712,72.8557137278616,65.06790079890916,69.82598876953125,713
2019-06-07,72.835438008246,72.835438008246,71.16807236201512,72.42876434326172,94
2019-06-10,71.16805267333984,72.16440623814816,71.16805267333984,71.16805267333984,207
2019-06-11,71.16803880359517,71.8458296493437,71.16803880359517,71.83905029296875,181
