date,open,high,low,close,volume
2025-05-19,1.0700000524520874,1.0700000524520874,0.9900000095367432,1.0,399800
2025-05-20,1.0,1.0299999713897705,0.9599999785423279,0.9800000190734863,474300
2025-05-21,0.9900000095367432,0.9900000095367432,0.949999988079071,0.9599999785423279,332700
2025-05-22,0.9700000286102295,0.9900000095367432,0.9399999976158142,0.949999988079071,447500
2025-05-23,0.9599999785423279,0.9599999785423279,0.9399999976158142,0.9399999976158142,126900
2025-05-26,0.9599999785423279,0.9700000286102295,0.9399999976158142,0.9399999976158142,490100
2025-05-27,0.9399999976158142,0.9700000286102295,0.9300000071525574,0.9399999976158142,616300
2025-05-28,0.9300000071525574,1.0,0.9300000071525574,0.9700000286102295,697200
2025-05-29,0.9900000095367432,1.1100000143051147,0.9900000095367432,0.9900000095367432,2073400
2025-05-30,1.0199999809265137,1.0399999618530273,0.949999988079071,0.9800000190734863,521000
2025-06-02,0.9700000286102295,1.0299999713897705,0.9700000286102295,0.9900000095367432,252500
2025-06-03,1.0,1.0499999523162842,0.9700000286102295,1.0,267200
2025-06-04,1.0099999904632568,1.0199999809265137,0.949999988079071,0.9800000190734863,354000
2025-06-05,0.9800000190734863,1.0,0.949999988079071,0.9800000190734863,186700
2025-06-06,1.0,1.0,0.9599999785423279,0.9700000286102295,122000
2025-06-09,0.9700000286102295,0.9700000286102295,0.949999988079071,0.9700000286102295,85200
2025-06-10,0.9700000286102295,0.9700000286102295,0.949999988079071,0.9700000286102295,132900
2025-06-11,0.9599999785423279,0.9900000095367432,0.949999988079071,0.9800000190734863,70200
2025-06-12,0.9599999785423279,0.9700000286102295,0.9399999976158142,0.9700000286102295,229200
2025-06-13,0.9599999785423279,0.9599999785423279,0.9399999976158142,0.9599999785423279,263900
2025-06-16,0.9700000286102295,0.9900000095367432,0.949999988079071,0.9900000095367432,531400
2025-06-17,0.9700000286102295,1.0,0.9599999785423279,0.9900000095367432,146200
2025-06-18,0.9900000095367432,0.9900000095367432,0.9599999785423279,0.9900000095367432,108900
2025-06-20,0.9900000095367432,0.9900000095367432,0.9599999785423279,0.9900000095367432,107200
