side,h,avg,n
top,1,-0.0013272325538493026,57
top,5,-0.00862796551453126,57
top,20,0.00774352728848659,57
bottom,1,0.008379695572061113,57
bottom,5,0.00987869375825973,57
bottom,20,0.01821815049391652,57
