n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.11620253341960285,0.5864133250420241,0.12261631987271637,0.6076425212959635
1,remove_worst,0.1309440797691348,0.6425904942782663,0.12261631987271637,0.6076425212959635
5,remove_best,0.09732638881330424,0.5191688571839815,0.12261631987271637,0.6076425212959635
5,remove_worst,0.1565378756578666,0.7502708065584636,0.12261631987271637,0.6076425212959635
