side,h,avg,n
top,1,-0.003834161451131074,38
top,5,-0.007237876088812103,38
top,20,0.03147708087298279,38
bottom,1,0.00945506035590661,38
bottom,5,-0.0044558355200865745,38
bottom,20,0.019385368046674584,38
