n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.07293004454562757,0.4206469346012426,0.07962920780508398,0.4457718809836812
1,remove_worst,0.09014164594384289,0.49041717528851697,0.07962920780508398,0.4457718809836812
5,remove_best,0.050620359618294364,0.3325281316170715,0.07962920780508398,0.4457718809836812
5,remove_worst,0.12007474517780237,0.6190469376015633,0.07962920780508398,0.4457718809836812
