side,h,avg,n
top,1,-0.005112956608546215,42
top,5,-0.0022973589869771196,42
top,20,0.0357231348592435,42
bottom,1,0.0034629026666891595,42
bottom,5,-0.008115020578103723,42
bottom,20,0.00942726758240781,42
