n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.12081708453703022,0.6260112241164048,0.12905254119391474,0.6552690101188897
1,remove_worst,0.1407742570334296,0.707503830826362,0.12905254119391474,0.6552690101188897
5,remove_best,0.09998033415939811,0.5459351798272315,0.12905254119391474,0.6552690101188897
5,remove_worst,0.17643674428139522,0.8668075505329463,0.12905254119391474,0.6552690101188897
