side,h,avg,n
top,1,-0.011486168486122082,32
top,5,-0.011002417490708273,32
top,20,0.03508495147356197,32
bottom,1,0.00531515279068653,32
bottom,5,0.01422014069063638,32
bottom,20,0.05955376024787992,32
