side,h,avg,n
top,1,0.00010025441087710085,50
top,5,-0.014388007871095622,50
top,20,0.007851666655858663,50
bottom,1,0.008032136908210016,50
bottom,5,-0.002917723447356351,50
bottom,20,-0.00519232039190129,50
