n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.06301517337942086,0.3741572446434093,0.07093412211749728,0.40293869884500705
1,remove_worst,0.07970376368768228,0.43786213998272755,0.07093412211749728,0.40293869884500705
5,remove_best,0.04215108058605899,0.29344829994149163,0.07093412211749728,0.40293869884500705
5,remove_worst,0.10618154479974118,0.5442501058100864,0.07093412211749728,0.40293869884500705
