month,avg,count,std,t,p
1,0.00038128183239894943,479,0.014942275492724342,0.5584665036223867,0.576787371229337
2,0.0005955298158679972,430,0.01423794451440978,0.8673421285218925,0.38623945962433415
3,0.0006538087210958872,492,0.016395272867368606,0.8845341639851064,0.3768408611842228
4,0.0007471991168722559,459,0.014019768792358053,1.1418310303210364,0.25412087320491145
5,-5.6658846346200336e-05,488,0.014408180108317877,-0.08686973760826859,0.9308107598285758
6,-4.673016300918636e-05,475,0.013814167266224541,-0.07372578246907806,0.9412596845564962
7,0.0012611258602695837,497,0.012346211821609783,2.277209053972658,0.02319866863445331
8,0.0006369269512823474,509,0.013772810020948316,1.0433402464672499,0.2972869775444532
9,0.0007112546329133574,479,0.014231334881922231,1.0938234422316049,0.27458332455605505
10,0.0005671613484732022,471,0.017187235040930615,0.7161616545265647,0.4742472091117118
11,0.0010172898736249584,428,0.015275837683864642,1.3777219284482103,0.16901077585684413
12,0.0012095444542888508,436,0.01300542433046031,1.9419612183436692,0.052786992695322034
