side,h,avg,n
top,1,0.003183467717109432,36
top,5,-0.002850704647898155,36
top,20,0.010272170448022314,36
bottom,1,0.004383424988650218,36
bottom,5,-0.0030271362203400285,36
bottom,20,0.014913887994569521,36
