n,scenario,cagr,sharpe,base_cagr,base_sharpe
5,remove_best,0.11336196245080643,0.5726838200865675,0.13902117002585257,0.6579829897116052
5,remove_worst,0.171998621830868,0.7911273290689645,0.13902117002585257,0.6579829897116052
10,remove_best,0.09595293712073039,0.5092765857793604,0.13902117002585257,0.6579829897116052
10,remove_worst,0.19438705617765395,0.8802797894681773,0.13902117002585257,0.6579829897116052
20,remove_best,0.06792629294708541,0.40132774674023525,0.13902117002585257,0.6579829897116052
20,remove_worst,0.22812584401790725,1.0121690569997612,0.13902117002585257,0.6579829897116052
