side,h,avg,n
top,1,0.0016992199743313858,36
top,5,-0.003331002320081421,36
top,20,0.016767921397803934,36
bottom,1,0.010570210241016101,36
bottom,5,-0.003172594674829665,36
bottom,20,0.01220989096017511,36
