n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.06992638060297862,0.40094104148880705,0.076926381772912,0.42617462543174367
1,remove_worst,0.08692759165479758,0.4661812462549484,0.076926381772912,0.42617462543174367
5,remove_best,0.05042411736818164,0.3267577398561409,0.076926381772912,0.42617462543174367
5,remove_worst,0.11801006812463144,0.59255291290138,0.076926381772912,0.42617462543174367
