weekday,avg,count,std,anova_F,anova_p
0,-0.00022829080085244322,1200,0.014159317580623769,1.3733992950170038,0.22121514396932004
1,0.0010679613155117412,1201,0.013260162994915645,1.3733992950170038,0.22121514396932004
2,0.001166347951447171,1221,0.013681309730439847,1.3733992950170038,0.22121514396932004
3,0.00044011516827852136,1201,0.014234138437428635,1.3733992950170038,0.22121514396932004
4,0.0007686638983525043,1193,0.01284412808601149,1.3733992950170038,0.22121514396932004
5,0.0,5,0.0,1.3733992950170038,0.22121514396932004
6,0.0,2,0.0,1.3733992950170038,0.22121514396932004
