weekday,avg,count,std,anova_F,anova_p
0,-0.00020970997609620262,1024,0.01719240779354125,0.7944781289663551,0.5740892545118417
1,0.0010472330251795584,1029,0.017166201713884867,0.7944781289663551,0.5740892545118417
2,0.0012847332490223333,1045,0.017155634761034867,0.7944781289663551,0.5740892545118417
3,0.0007811015051570506,1025,0.017654758567600837,0.7944781289663551,0.5740892545118417
4,0.000497439908660073,1020,0.01585871792863694,0.7944781289663551,0.5740892545118417
5,0.0,5,0.0,0.7944781289663551,0.5740892545118417
6,0.0,2,0.0,0.7944781289663551,0.5740892545118417
