weekday,avg,count,std,anova_F,anova_p
0,-0.00016141410057064897,730,0.012482629863223734,1.148039209097448,0.3315642824860956
1,0.0012569781512684719,730,0.011991556949040017,1.148039209097448,0.3315642824860956
2,0.0007126212235134071,740,0.011965801747707864,1.148039209097448,0.3315642824860956
3,0.0006471999909866515,731,0.01258021056154822,1.148039209097448,0.3315642824860956
4,-8.791168285167404e-05,727,0.012374965363256595,1.148039209097448,0.3315642824860956
5,0.0,5,0.0,1.148039209097448,0.3315642824860956
6,0.0,2,0.0,1.148039209097448,0.3315642824860956
