month,avg,count,std,t,p
1,0.0003790098577972576,296,0.012176189627992655,0.5355314225218876,0.5926859313154795
2,0.0002675526430062415,262,0.01234450676188019,0.3508214580847634,0.7260052929495509
3,0.0010315392371171275,298,0.014980776458593272,1.1886652336287138,0.235520982705258
4,0.001338602837526205,281,0.012845143561456333,1.7468915286832833,0.08175260825978083
5,-0.000666692564204911,306,0.012767071011213993,-0.9134716021667013,0.36171608284761514
6,0.0005057230442818881,309,0.011927788564369308,0.7453015959660675,0.456657776744234
7,0.0011755392187119162,326,0.00953051890470655,2.227046964570877,0.026628826880124745
8,0.0004554210132724949,333,0.012042391766907239,0.6901165305027698,0.49060303724017706
9,-0.0003307069583753,312,0.011732845584608773,-0.4978715098803847,0.618926466568299
10,0.0011420629294968368,302,0.013255908461712353,1.4972144500196423,0.13538533185092358
11,0.0005024772922042441,273,0.013712103020708933,0.6054714869873596,0.5453706175468653
12,0.0008599514327021725,276,0.011642611226598765,1.2270946702256704,0.22083647726608638
