weekday,avg,count,std,anova_F,anova_p
0,-3.271132597243217e-05,712,0.01286413820810753,0.7648497663895586,0.5975350312902813
1,0.0011185204405648656,714,0.011770480869400685,0.7648497663895586,0.5975350312902813
2,0.0009878256351804888,721,0.012975543617145903,0.7648497663895586,0.5975350312902813
3,0.0009652438489635482,712,0.013323311522473945,0.7648497663895586,0.5975350312902813
4,0.0002746591769180013,709,0.012716718687219299,0.7648497663895586,0.5975350312902813
5,0.0,5,0.0,0.7648497663895586,0.5975350312902813
6,0.0,2,0.0,0.7648497663895586,0.5975350312902813
