side,h,avg,n
top,1,-0.003123327545163556,36
top,5,-0.008366575412287768,36
top,20,0.02325320569749582,36
bottom,1,0.007239296679443831,36
bottom,5,-0.008206221611978324,36
bottom,20,0.009627543816341974,36
