side,h,avg,n
top,1,0.0024547276666067683,64
top,5,-0.00654460916530538,64
top,20,0.011255780925019034,64
bottom,1,0.003748554291770673,64
bottom,5,0.0017928068035516307,64
bottom,20,0.004498280968472788,64
