month,avg,count,std,t,p
1,-0.00019198172182509636,353,0.01294916648684228,-0.2785514480583598,0.7807526397767013
2,-0.000647705819062486,318,0.012910872793515117,-0.8946141367206917,0.37167213237105134
3,0.0009049747349589674,364,0.014747159344287173,1.1707893782319443,0.24245144969038604
4,0.0014723499899668379,340,0.01273154238307634,2.132404037273291,0.033691906465193946
5,0.0003228341676430161,361,0.01273945653292056,0.48148436861231625,0.6304648264530059
6,0.0003611621607092129,351,0.01158830846658434,0.5838963410138859,0.5596661640960395
7,0.0014325644124034743,370,0.010860334993526753,2.5372998790633923,0.011582091133093898
8,0.0008757855029488227,376,0.01225310298453384,1.3859437066418339,0.16658768722192346
9,0.0001526392278101214,354,0.011508251266619472,0.24955050656435998,0.8030801275020626
10,0.00018520807461011363,343,0.013911277800564326,0.24656984014775765,0.8053890784962443
11,7.76858675225585e-05,312,0.014083439101564092,0.0974340144767996,0.9224444954476279
12,0.0006176969636006109,317,0.01215509111574227,0.904788097687124,0.3662669478094609
