weekday,avg,count,std,anova_F,anova_p
0,0.0010040325151350093,712,0.01596314884482919,0.18424926679483197,0.9812755090925672
1,0.0006112350156938046,714,0.01646501913636388,0.18424926679483197,0.9812755090925672
2,0.000384829739675203,721,0.01575888137277636,0.18424926679483197,0.9812755090925672
3,0.0003954061448917889,712,0.01577978702788055,0.18424926679483197,0.9812755090925672
4,0.0001723860576836339,709,0.016270515245480028,0.18424926679483197,0.9812755090925672
5,0.0,5,0.0,0.18424926679483197,0.9812755090925672
6,0.0,2,0.0,0.18424926679483197,0.9812755090925672
