side,h,avg,n
top,1,-0.0015874684649654987,61
top,5,-0.0022504857370699814,61
top,20,0.023649838423844074,61
bottom,1,0.007231562656198076,61
bottom,5,0.0075497306799269465,61
bottom,20,0.022807698535305704,61
