weekday,avg,count,std,anova_F,anova_p
0,4.0322458071284454e-05,991,0.0147150179584898,0.9096410373610848,0.4866633980885843
1,0.0010482207487994472,996,0.014216406691846319,0.9096410373610848,0.4866633980885843
2,0.001144803312924234,1010,0.014297454875949602,0.9096410373610848,0.4866633980885843
3,0.00042727406644681073,992,0.014276339742057977,0.9096410373610848,0.4866633980885843
4,7.55880049297849e-05,985,0.01341472066147891,0.9096410373610848,0.4866633980885843
5,0.0,1,,0.9096410373610848,0.4866633980885843
6,0.0,1,,0.9096410373610848,0.4866633980885843
