weekday,avg,count,std,anova_F,anova_p
0,-0.0005591098000898216,978,0.013941350475842383,2.3288034180472392,0.04016546276227092
1,0.0011327638514794763,983,0.013489767765909712,2.3288034180472392,0.04016546276227092
2,0.001025250645758921,1000,0.013796965608845331,2.3288034180472392,0.04016546276227092
3,0.0005178679607417496,979,0.014167213702206473,2.3288034180472392,0.04016546276227092
4,-0.00019168555020409572,972,0.01284568982541651,2.3288034180472392,0.04016546276227092
5,0.0,1,,2.3288034180472392,0.04016546276227092
