side,h,avg,n
top,1,-0.0032126780511924895,64
top,5,-0.007516893698831939,64
top,20,0.01160720261064364,64
bottom,1,0.00967225367471369,64
bottom,5,0.013723786618151474,64
bottom,20,0.025217912487613924,64
