n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.08272390835370103,0.4302933769726811,0.08856775192381683,0.4491302005839695
1,remove_worst,0.09547296496918012,0.47350191183787593,0.08856775192381683,0.4491302005839695
5,remove_best,0.06412975482363081,0.3677471599104276,0.08856775192381683,0.4491302005839695
5,remove_worst,0.1178141706185225,0.5526234136703639,0.08856775192381683,0.4491302005839695
