n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.11372790470252703,0.5639252362445261,0.122418328610014,0.5914635599261987
1,remove_worst,0.13157483806208314,0.6276196858085799,0.122418328610014,0.5914635599261987
5,remove_best,0.09100021431659178,0.48466995306038635,0.122418328610014,0.5914635599261987
5,remove_worst,0.16110214243486976,0.7447560903866495,0.122418328610014,0.5914635599261987
