month,avg,count,std,t,p
1,-0.00016818676523391106,398,0.012808231008754918,-0.2619655615274756,0.793483859877474
2,7.558922239145891e-05,356,0.013142346318693876,0.10852054580444588,0.9136440942754579
3,0.0010670701347702343,406,0.014515715742942843,1.4812130403600283,0.1393273707696925
4,0.001156989018514135,381,0.012363822765186326,1.8265810759552004,0.06854715592511831
5,-7.011903653948064e-05,403,0.012377278603472947,-0.11372692495182306,0.9095110424460116
6,-0.0002720710958136892,392,0.012202071061492516,-0.44146053925317164,0.6591236508089753
7,0.0011326443537509657,432,0.011651358214954648,2.0205001319946034,0.04394951063458748
8,0.0007292307800746997,443,0.012348857260770476,1.2429111496440508,0.21455950416198802
9,0.00025050549098019084,415,0.012714359542438587,0.401371757184998,0.6883535319648416
10,-2.3166614714238857e-06,409,0.014123136780133176,-0.0033173635214937664,0.997354753087427
11,0.0005966326892894088,369,0.013488269174676123,0.8496968404529535,0.39604609859821616
12,0.0009507960352325803,374,0.011735146856518344,1.5668760211587371,0.11799161097882421
