n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.13822533047856478,0.6628007846185072,0.1434172991511553,0.6795656742377132
1,remove_worst,0.14900810672472065,0.7019730839035726,0.1434172991511553,0.6795656742377132
5,remove_best,0.12373838426522998,0.6128313517801234,0.1434172991511553,0.6795656742377132
5,remove_worst,0.1671635412418233,0.774142421618771,0.1434172991511553,0.6795656742377132
