month,avg,count,std,t,p
1,0.0007444044266429893,315,0.012589952016664597,1.0493977990741792,0.29480208002071384
2,0.00011143598034302337,282,0.01243744370641144,0.15045924012716555,0.8805102510448859
3,0.0009675218337038967,318,0.014720845285518697,1.1720377121659031,0.24206200291934488
4,0.0006634517476403937,300,0.012936378221491919,0.8882950974442054,0.3750960655591613
5,-0.0005088446296305458,319,0.012662020204694369,-0.7177571619054512,0.4734339698934231
6,0.00035784675785170727,308,0.012275088542275426,0.5116203513282989,0.6092845323420186
7,0.0009518176498263178,325,0.010971441091589134,1.5639820296584859,0.11879794892992203
8,0.0004818836621068127,333,0.01272551667493483,0.6910172589533508,0.49003755916233627
9,-0.00018940070337874768,332,0.012402300255617348,-0.27825846696361917,0.7809876965123919
10,0.0009491733669013708,321,0.01423761255059281,1.194430513816708,0.2331941905742465
11,0.000321295191860344,292,0.014313417415237693,0.3835767857485777,0.7015722351725744
12,0.00044878789554554985,297,0.011874997632355484,0.6513071229449994,0.5153535715532545
