side,h,avg,n
top,1,-0.001764567746250072,50
top,5,-0.012166309418468843,50
top,20,0.005739141075889289,50
bottom,1,0.00787578454877363,50
bottom,5,0.007900014064236493,50
bottom,20,0.013297942671910758,50
