side,h,avg,n
top,1,0.0014252329997039848,51
top,5,-0.012337711282900024,51
top,20,0.010413240378499469,51
bottom,1,0.0087742089767237,51
bottom,5,0.0038231903657801537,51
bottom,20,0.0115379308644634,51
