month,avg,count,std,t,p
1,-7.098141769878755e-05,267,0.010746646706794772,-0.10792630982156559,0.9141355083373512
2,0.0007877835795992407,243,0.01130061406743658,1.0866958727929503,0.27825244366400603
3,0.00045178385578905364,275,0.013179544884630391,0.5684557202501401,0.5701911511747346
4,0.0006296012925371559,261,0.012012717797568845,0.846729303118316,0.3979246974471853
5,0.0014736192167425866,275,0.010516299296947937,2.3237461619274256,0.020870852472799153
6,0.0008051225210879767,267,0.0106759803481769,1.2322812487385801,0.21893215135494146
7,0.0016121650854482104,283,0.009246286512664566,2.933157492152153,0.0036308009476498076
8,0.0013959570130851195,287,0.010837888736697174,2.1820681238916366,0.029918242062531818
9,0.00034623190998043265,272,0.010424653315367858,0.5477595053273175,0.5843079101477747
10,0.0006823767497422488,259,0.012368079889358523,0.8879158757237291,0.3754130166990114
11,0.0024178197858701917,233,0.010597165184536099,3.4826688682642652,0.000593192100674057
12,0.0002778017640638219,237,0.011084274004803898,0.38583526491666154,0.6999662548889453
