side,h,avg,n
top,1,0.0058039850899634865,52
top,5,-0.006568575690825497,52
top,20,-0.00042305425853440717,52
bottom,1,0.006398093200306876,52
bottom,5,0.001031171357920101,52
bottom,20,0.008543903541629407,52
