n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.0610941454818974,0.3753183585006591,0.07078203122806404,0.4125611946858277
1,remove_worst,0.0824328999968611,0.46241692392993516,0.07078203122806404,0.4125611946858277
5,remove_best,0.038863912186255734,0.28353662045136385,0.07078203122806404,0.4125611946858277
5,remove_worst,0.11800995880980403,0.6175585874690891,0.07078203122806404,0.4125611946858277
