weekday,avg,count,std,anova_F,anova_p
0,-0.0005144663350215231,1272,0.016245969207478953,1.3809500213906103,0.21809995517528252
1,0.0009119250200901935,1276,0.01534276861960644,1.3809500213906103,0.21809995517528252
2,0.0011070877235532842,1298,0.015359908227853642,1.3809500213906103,0.21809995517528252
3,0.0005294358259864208,1273,0.016062544167075504,1.3809500213906103,0.21809995517528252
4,0.0004936206098001546,1266,0.014735595161056804,1.3809500213906103,0.21809995517528252
5,0.0,2,0.0,1.3809500213906103,0.21809995517528252
6,0.0,1,,1.3809500213906103,0.21809995517528252
