n,scenario,cagr,sharpe,base_cagr,base_sharpe
1,remove_best,0.08180512622997949,0.4648751837242569,0.08920180172124192,0.4929923821059433
1,remove_worst,0.10091636185557129,0.5451293014015262,0.08920180172124192,0.4929923821059433
5,remove_best,0.06250158257970728,0.38669808811629813,0.08920180172124192,0.4929923821059433
5,remove_worst,0.13410105201106326,0.6951067265217628,0.08920180172124192,0.4929923821059433
